id,category,urgency_level,urgency_score,text_description,image_description,issue_type,location_type,timestamp
road_problems_HIGH_4522,road_problems,HIGH,8,Emergency situation: broken roads side road creating dangerous conditions. Immediate response required. Causing accidents. Vehicles getting damaged. Happening right now. Already damaged vehicles. Visible from the road.,Image shows severe broken roads with deep holes visible side road. Photo taken during daytime with after rain. Close-up detail visible.,broken roads,side road,2025-09-17 06:10:09.903582
road_problems_HIGH_5665,road_problems,HIGH,9,URGENT: road collapse causing serious safety hazard highway. Hazardous action needed right now. Causing accidents. Vehicles getting damaged. This happened yesterday. Already injured someone. Near the main entrance.,Image shows severe road collapse with warning cones placed highway. Photo taken morning shot with clear weather. Good image quality.,road collapse,highway,2025-08-27 06:10:09.903582
road_problems_HIGH_6749,road_problems,HIGH,8,Critical issue - potholes intersection. This is a serious safety risk. Please address immediately. Causing accidents. Traffic chaos. Happening right now. Already injured someone. Visible from the road.,Image shows severe potholes with visible damage to vehicles intersection. Photo taken morning shot with overcast sky. Good image quality.,potholes,intersection,2025-09-02 06:10:09.903582
road_problems_HIGH_9389,road_problems,HIGH,8,URGENT: broken roads causing serious safety hazard highway. Hazardous action needed right now. Causing accidents. Vehicles getting damaged. Noticed this morning. Already injured someone. In a busy area.,Image shows severe broken roads with visible damage to vehicles highway. Photo taken in the evening with overcast sky. Good image quality.,broken roads,highway,2025-09-14 06:10:09.903582
road_problems_HIGH_5144,road_problems,HIGH,8,DANGER: waterlogging residential street poses immediate threat to public safety. Serious intervention needed. Causing accidents. Vehicles getting damaged. Happening right now. Already injured someone. Near the main entrance.,Image shows severe waterlogging with visible damage to vehicles residential street. Photo taken afternoon lighting with clear weather. Close-up detail visible.,waterlogging,residential street,2025-09-22 06:10:09.903582
road_problems_HIGH_9410,road_problems,HIGH,9,URGENT: road collapse causing serious safety hazard bridge. Immediate action needed right now. Causing accidents. Traffic chaos. This happened yesterday. Already damaged vehicles. Near the main entrance.,Image shows severe road collapse with visible damage to vehicles bridge. Photo taken during daytime with after rain. Good image quality.,road collapse,bridge,2025-09-04 06:10:09.903582
road_problems_HIGH_6253,road_problems,HIGH,10,URGENT: waterlogging causing serious safety hazard residential street. Serious action needed immediately. Causing accidents. Traffic chaos. Happening right now. Already injured someone. In a busy area.,Image shows severe waterlogging with warning cones placed residential street. Photo taken afternoon lighting with clear weather. Close-up detail visible.,waterlogging,residential street,2025-09-09 06:10:09.904582
road_problems_HIGH_8707,road_problems,HIGH,8,Emergency situation: broken roads highway creating dangerous conditions. Immediate response required. Causing accidents. Traffic chaos. Happening right now. Already caused accidents. In a busy area.,Image shows severe broken roads with visible damage to vehicles highway. Photo taken in the evening with overcast sky. Close-up detail visible.,broken roads,highway,2025-08-30 06:10:09.904582
road_problems_HIGH_7422,road_problems,HIGH,9,This is ridiculous emergency situation: broken roads side road creating dangerous conditions. immediate response required. causing accidents. pedestrians at risk. just saw this. already caused accidents. visible from the road.,Image shows severe broken roads with visible damage to vehicles side road. Photo taken afternoon lighting with after rain. Clear visibility.,broken roads,side road,2025-09-15 06:10:09.904582
road_problems_HIGH_4088,road_problems,HIGH,8,URGENT: waterlogging causing serious safety hazard intersection. Serious action needed immediately. Causing accidents. Vehicles getting damaged. Happening right now. Already caused accidents. Visible from the road.,Image shows severe waterlogging with people avoiding the area intersection. Photo taken during daytime with overcast sky. Close-up detail visible.,waterlogging,intersection,2025-09-06 06:10:09.904582
road_problems_HIGH_1537,road_problems,HIGH,9,This is ridiculous danger: potholes highway poses immediate threat to public safety. immediate intervention needed. causing accidents. traffic chaos. noticed this morning. already injured someone. visible from the road.,Image shows severe potholes with deep holes visible highway. Photo taken in the evening with clear weather. Close-up detail visible.,potholes,highway,2025-09-25 06:10:09.904582
road_problems_HIGH_5883,road_problems,HIGH,8,Please address danger: waterlogging side road poses immediate threat to public safety. serious intervention needed. causing accidents. pedestrians at risk. just saw this. already caused accidents. close to residential homes.,Image shows severe waterlogging with visible damage to vehicles side road. Photo taken morning shot with overcast sky. Close-up detail visible.,waterlogging,side road,2025-09-22 06:10:09.904582
road_problems_HIGH_9954,road_problems,HIGH,10,DANGER: potholes intersection poses immediate threat to public safety. Dangerous intervention needed. Causing accidents. Traffic chaos. Noticed this morning. Already injured someone. Visible from the road.,Image shows severe potholes with people avoiding the area intersection. Photo taken during daytime with overcast sky. Good image quality.,potholes,intersection,2025-09-02 06:10:09.904582
road_problems_HIGH_1015,road_problems,HIGH,8,URGENT: waterlogging causing serious safety hazard side road. Urgent action needed asap. Causing accidents. Pedestrians at risk. This happened yesterday. Already damaged vehicles. Close to residential homes.,Image shows severe waterlogging with warning cones placed side road. Photo taken afternoon lighting with sunny conditions. Multiple angles shown.,waterlogging,side road,2025-09-24 06:10:09.904582
road_problems_HIGH_6637,road_problems,HIGH,10,Help! We have danger: waterlogging highway poses immediate threat to public safety. immediate intervention needed. causing accidents. pedestrians at risk. happening right now. already damaged vehicles. in a busy area.,Image shows severe waterlogging with visible damage to vehicles highway. Photo taken during daytime with clear weather. Clear visibility.,waterlogging,highway,2025-09-09 06:10:09.904582
road_problems_HIGH_2371,road_problems,HIGH,10,Critical issue - cracks main road. This is life-threatening. Please address immediately. Causing accidents. Vehicles getting damaged. Noticed this morning. Already injured someone. Near the main entrance.,Image shows severe cracks with visible damage to vehicles main road. Photo taken afternoon lighting with clear weather. Good image quality.,cracks,main road,2025-09-20 06:10:09.904582
road_problems_HIGH_2902,road_problems,HIGH,8,Emergency situation: uneven surface intersection creating life-threatening conditions. Immediate response required. Causing accidents. Vehicles getting damaged. Just saw this. Already caused accidents. Close to residential homes.,Image shows severe uneven surface with warning cones placed intersection. Photo taken during daytime with after rain. Multiple angles shown.,uneven surface,intersection,2025-08-28 06:10:09.904582
road_problems_HIGH_6333,road_problems,HIGH,8,DANGER: uneven surface side road poses immediate threat to public safety. Critical intervention needed. Causing accidents. Pedestrians at risk. Just saw this. Already damaged vehicles. Close to residential homes.,Image shows severe uneven surface with warning cones placed side road. Photo taken in the evening with clear weather. Clear visibility.,uneven surface,side road,2025-09-15 06:10:09.904582
